seed,boxes,resources,demands,capacities,reachable,exhaustive_result,flow_result,exhaustive_subset,exhaustive_ms,flow_ms,mismatch
500478,5,2,"[1,2,1,1,1]","[3,3]","[[0],[0,1],[1],[0],[0,1]]",FEASIBLE,FEASIBLE,null,0.066754000,0.032209000,False
500479,1,1,[1],[3],[[0]],FEASIBLE,FEASIBLE,null,0.003301000,0.010923000,False
500480,5,3,"[1,1,1,2,1]","[2,3,1]","[[0,1],[0,2],[0],[1,2],[0,2]]",UNSAT,UNSAT,"[1,2,3,4]",0.086068000,0.059722000,False
500481,3,1,"[1,1,1]",[1],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.007673000,0.026478000,False
500482,4,3,"[1,1,1,2]","[3,1,1]","[[0,1,2],[2],[0,1],[0,2]]",UNSAT,UNSAT,"[1,3]",0.031402000,0.040057000,False
500483,3,5,"[1,1,1]","[1,1,3,2,2]","[[1],[4],[4]]",FEASIBLE,FEASIBLE,null,0.029500000,0.021652000,False
500484,2,4,"[1,1]","[1,3,2,1]","[[0],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.012112000,0.019863000,False
500485,5,1,"[1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.037664000,0.036292000,False
500486,4,1,"[1,1,1,1]",[3],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.022597000,0.032219000,False
500487,4,2,"[1,1,1,2]","[1,3]","[[0],[1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,3]",0.035559000,0.041989000,False
500488,3,7,"[3,3,2]","[3,3,3,3,1,1,1]","[[1,2,3,4,6],[1,2,3,4,5],[1,2]]",FEASIBLE,FEASIBLE,null,0.039459000,0.039164000,False
500489,2,3,"[2,1]","[2,2,1]","[[0,1],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.010030000,0.020559000,False
500490,4,2,"[2,2,1,1]","[1,1]","[[0,1],[0,1],[0,1],[0]]",UNSAT,UNSAT,"[0,1]",0.011479000,0.038313000,False
500491,5,5,"[3,3,1,1,2]","[2,1,3,1,3]","[[0,2,3,4],[0,1,2,3,4],[4],[4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.133133000,0.055059000,False
500492,4,1,"[1,1,1,1]",[2],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.016846000,0.126061000,False
500493,3,4,"[1,1,3]","[3,3,1,3]","[[1,2],[3],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.026295000,0.028398000,False
500494,3,1,"[1,1,1]",[3],"[[0],[0],[0]]",FEASIBLE,FEASIBLE,null,0.012201000,0.018527000,False
500495,7,2,"[1,1,2,1,1,1,1]","[1,3]","[[0,1],[0],[0,1],[0,1],[0,1],[1],[0,1]]",UNSAT,UNSAT,"[1,2]",0.028465000,0.054061000,False
500496,4,6,"[1,2,1,1]","[2,1,1,2,1,1]","[[1],[0,2,3,5],[4],[2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.076460000,0.034106000,False
500497,1,4,[1],"[3,2,2,2]",[[2]],FEASIBLE,FEASIBLE,null,0.005070000,0.012591000,False
500498,7,5,"[1,3,1,1,1,2,1]","[3,1,1,3,3]","[[2],[0,1,2,4],[2],[0,1,2,3,4],[1,2,4],[1,3],[0,1,2,3,4]]",UNSAT,UNSAT,"[0,2]",0.036108000,0.068162000,False
500499,6,1,"[1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.010888000,0.039251000,False
500500,1,4,[2],"[2,1,3,3]","[[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.010721000,0.027020000,False
500501,4,2,"[2,1,1,1]","[1,3]","[[0,1],[0,1],[0],[0,1]]",UNSAT,UNSAT,"[0,2]",0.014153000,0.042811000,False
500502,4,4,"[2,1,2,3]","[3,1,3,1]","[[0,1,2,3],[1,3],[0,2],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.051890000,0.049473000,False
500503,5,6,"[2,1,1,1,1]","[2,1,2,2,2,3]","[[0,1,2,3,4,5],[2],[5],[1,2,5],[1,3]]",FEASIBLE,FEASIBLE,null,0.147657000,0.043024000,False
500504,6,5,"[2,1,1,1,3,1]","[3,2,1,2,3]","[[2,3],[1,2,4],[1],[0],[1,2,3,4],[0]]",FEASIBLE,FEASIBLE,null,0.265224000,0.056030000,False
500505,7,2,"[2,1,1,1,1,2,1]","[2,2]","[[0,1],[0,1],[0,1],[1],[1],[0,1],[0]]",UNSAT,UNSAT,"[0,1,5]",0.061000000,0.052496000,False
500506,2,4,"[1,1]","[2,3,3,1]","[[0,2],[1,2]]",FEASIBLE,FEASIBLE,null,0.011533000,0.143160000,False
500507,7,4,"[1,2,3,3,3,3,2]","[3,1,1,2]","[[3],[2,3],[0,1,2,3],[0,1,2],[0,1,2,3],[0,1,2,3],[0,3]]",UNSAT,UNSAT,"[1,3]",0.049844000,0.090568000,False
500508,7,4,"[1,1,1,2,3,2,1]","[3,1,3,2]","[[0,1,2,3],[1],[1],[0,1,2,3],[0,1,2,3],[0,1,2,3],[0,2,3]]",UNSAT,UNSAT,"[1,2]",0.068268000,0.081052000,False
500509,7,2,"[2,2,2,2,1,1,1]","[3,1]","[[0,1],[0,1],[0,1],[0,1],[1],[0],[1]]",UNSAT,UNSAT,"[0,1]",0.018286000,0.054103000,False
500510,3,4,"[1,1,2]","[1,1,3,2]","[[1],[2,3],[0,3]]",FEASIBLE,FEASIBLE,null,0.024629000,0.025421000,False
500511,3,6,"[1,3,1]","[1,1,3,3,3,2]","[[2,4],[0,1,2,3,4,5],[2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.033480000,0.031678000,False
500512,4,2,"[1,1,2,1]","[1,3]","[[0,1],[0],[0,1],[0,1]]",UNSAT,UNSAT,"[1,2]",0.016888000,0.046314000,False
500513,7,2,"[1,2,1,1,1,1,1]","[3,1]","[[1],[0,1],[0],[0,1],[1],[1],[0]]",UNSAT,UNSAT,"[0,1]",0.016025000,0.055797000,False
500514,1,7,[3],"[3,3,2,1,3,3,3]","[[0,1,2,3,4,5,6]]",FEASIBLE,FEASIBLE,null,0.006642000,0.023816000,False
500515,4,2,"[1,1,2,1]","[1,2]","[[0],[0],[0,1],[1]]",UNSAT,UNSAT,"[0,1]",0.011185000,0.034009000,False
500516,6,2,"[1,1,1,1,1,1]","[1,1]","[[0,1],[0],[1],[0],[1],[1]]",UNSAT,UNSAT,"[1,3]",0.025512000,0.040294000,False
500517,3,3,"[1,2,1]","[1,2,2]","[[0,1,2],[0,1,2],[1]]",FEASIBLE,FEASIBLE,null,0.020649000,0.028290000,False
500518,2,4,"[3,2]","[1,1,3,2]","[[0,2,3],[1,3]]",FEASIBLE,FEASIBLE,null,0.011548000,0.024114000,False
500519,7,2,"[1,1,1,2,1,1,1]","[1,2]","[[0],[0],[1],[0,1],[0],[1],[1]]",UNSAT,UNSAT,"[0,1]",0.015997000,0.143468000,False
500520,6,1,"[1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.010597000,0.037443000,False
500521,5,7,"[1,2,2,2,1]","[2,2,2,1,3,1,1]","[[0,1,2,3],[1,2,5,6],[0,1,2,3,4],[0,1],[1,2,5,6]]",FEASIBLE,FEASIBLE,null,0.173557000,0.065887000,False
500522,6,1,"[1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.013442000,0.046337000,False
500523,2,1,"[1,1]",[3],"[[0],[0]]",FEASIBLE,FEASIBLE,null,0.008491000,0.019222000,False
500524,7,7,"[1,3,2,3,2,2,3]","[2,3,3,3,2,1,2]","[[4],[0,4,5],[0,1,3,4,5,6],[0,1,2,4,6],[3,4,5,6],[3,4],[1,2,5]]",UNSAT,UNSAT,"[1,6]",0.089568000,0.089018000,False
500525,1,2,[1],"[3,1]",[[1]],FEASIBLE,FEASIBLE,null,0.003936000,0.011569000,False
500526,7,2,"[1,2,2,1,1,2,2]","[1,2]","[[0],[0,1],[0,1],[0,1],[1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1]",0.016286000,0.052548000,False
500527,3,2,"[1,1,1]","[3,2]","[[0],[0],[0,1]]",FEASIBLE,FEASIBLE,null,0.015669000,0.019991000,False
500528,2,2,"[2,2]","[3,1]","[[0,1],[0,1]]",UNSAT,UNSAT,"[0,1]",0.007755000,0.027748000,False
500529,2,7,"[2,1]","[2,3,1,3,3,1,3]","[[3,5],[0,1,3,4,6]]",FEASIBLE,FEASIBLE,null,0.016670000,0.024524000,False
500530,5,6,"[2,2,2,3,1]","[2,2,2,3,1,2]","[[4,5],[2,3,4],[1,3],[1,2,3,4,5],[2]]",FEASIBLE,FEASIBLE,null,0.157296000,0.058671000,False
500531,4,5,"[3,2,1,2]","[2,1,3,2,1]","[[0,1,3,4],[1,2,3],[0,1,2,3,4],[1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.061529000,0.044107000,False
500532,5,1,"[1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.009268000,0.037873000,False
500533,6,6,"[2,2,2,3,2,2]","[1,3,1,3,2,1]","[[1,2],[1,2,4,5],[2,5],[0,2,3,4,5],[0,1,3,5],[2,5]]",UNSAT,UNSAT,"[0,2]",0.035220000,0.179014000,False
500534,4,5,"[1,2,2,3]","[2,2,3,3,3]","[[1,2,3],[0,1,3,4],[2,4],[0,3,4]]",FEASIBLE,FEASIBLE,null,0.061706000,0.042097000,False
500535,4,1,"[1,1,1,1]",[2],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.016103000,0.031383000,False
500536,7,2,"[1,1,2,1,1,1,1]","[3,1]","[[1],[1],[0,1],[0],[0],[0],[0,1]]",UNSAT,UNSAT,"[0,1]",0.016258000,0.049309000,False
500537,7,1,"[1,1,1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.039781000,0.041809000,False
500538,1,7,[1],"[2,2,1,2,3,1,3]","[[1,6]]",FEASIBLE,FEASIBLE,null,0.006501000,0.031538000,False
500539,3,1,"[1,1,1]",[3],"[[0],[0],[0]]",FEASIBLE,FEASIBLE,null,0.011458000,0.018355000,False
500540,2,1,"[1,1]",[3],"[[0],[0]]",FEASIBLE,FEASIBLE,null,0.006010000,0.017980000,False
500541,4,1,"[1,1,1,1]",[2],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.015370000,0.030169000,False
500542,4,1,"[1,1,1,1]",[2],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.015676000,0.029342000,False
500543,7,5,"[2,1,2,3,2,2,1]","[3,1,2,3,3]","[[0,1,3,4],[0,2,3,4],[1,2,3],[0,1,2,3,4],[0,1],[2,4],[3]]",UNSAT,UNSAT,"[0,1,2,3,4,5,6]",0.580332000,0.103396000,False
500544,4,1,"[1,1,1,1]",[3],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.021418000,0.031060000,False
500545,4,5,"[1,1,2,3]","[2,2,2,3,3]","[[4],[0,2],[0,2,4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.082357000,0.050416000,False
500546,5,7,"[3,1,2,1,3]","[2,3,3,2,3,3,1]","[[0,1,2,4,6],[0,3,6],[0,2,3,4,5,6],[1,2,3,5,6],[0,3,6]]",FEASIBLE,FEASIBLE,null,0.239936000,0.088813000,False
500547,1,7,[3],"[3,3,1,3,2,2,3]","[[0,1,2,3,4,5,6]]",FEASIBLE,FEASIBLE,null,0.009092000,0.174490000,False
500548,3,7,"[3,3,1]","[2,3,2,2,3,2,1]","[[0,1,2,3,4,5,6],[1,2,3,4,5,6],[0,1,2,4,5]]",FEASIBLE,FEASIBLE,null,0.052725000,0.054102000,False
500549,1,6,[1],"[2,3,3,1,1,2]",[[4]],FEASIBLE,FEASIBLE,null,0.010046000,0.020679000,False
500550,3,2,"[2,1,1]","[3,3]","[[0,1],[0,1],[0]]",FEASIBLE,FEASIBLE,null,0.021412000,0.030854000,False
500551,6,6,"[2,1,2,2,2,2]","[1,3,1,2,3,1]","[[0,1,2,3,4,5],[0,1,2,3,4,5],[0,2,4],[1,2],[0,2,4,5],[1,4]]",FEASIBLE,FEASIBLE,null,0.342652000,0.091259000,False
500552,5,5,"[2,2,1,1,1]","[2,2,3,2,1]","[[0,1,3,4],[0,3],[0,1,2,3,4],[2,3,4],[1]]",FEASIBLE,FEASIBLE,null,0.128035000,0.052122000,False
500553,6,5,"[1,3,2,1,2,2]","[3,1,1,2,1]","[[0,1,2,3,4],[0,1,2,3,4],[0,1,4],[1,3,4],[1,4],[0,2,3,4]]",UNSAT,UNSAT,"[2,4]",0.064159000,0.073320000,False
500554,5,1,"[1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.035181000,0.035254000,False
500555,7,7,"[2,2,2,3,1,1,2]","[2,1,1,2,1,3,2]","[[0,1,2,3,4,6],[1,2,5,6],[0,1,2,4,5],[0,2,3,4,5,6],[0,1,2,3,6],[3,4],[1,3,6]]",UNSAT,UNSAT,"[0,1,2,3,4,5,6]",0.834023000,0.130752000,False
500556,1,2,[1],"[1,3]","[[0,1]]",FEASIBLE,FEASIBLE,null,0.003872000,0.012760000,False
500557,5,4,"[1,2,1,1,2]","[3,3,3,1]","[[2,3],[1,2,3],[0,1,2,3],[2],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.119416000,0.041855000,False
500558,6,3,"[3,1,1,2,1,1]","[2,2,3]","[[0,1,2],[1],[0,1,2],[0,1,2],[0,1,2],[1]]",UNSAT,UNSAT,"[0,1,5]",0.072477000,0.170936000,False
500559,6,1,"[1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.011951000,0.040564000,False
500560,5,7,"[3,1,1,2,1]","[2,2,2,2,2,2,2]","[[0,1,2,3,4,5],[0,5],[0,1,2,3,5,6],[2,5,6],[0,5]]",FEASIBLE,FEASIBLE,null,0.174718000,0.047474000,False
500561,7,5,"[1,2,1,1,1,3,1]","[1,2,2,2,3]","[[0,1,2,3,4],[1,2,3],[0],[0,1,2,3,4],[2,3,4],[0,1,3],[0,2,3,4]]",UNSAT,UNSAT,"[2,5]",0.082368000,0.095511000,False
500562,1,3,[2],"[1,3,3]","[[0,1,2]]",FEASIBLE,FEASIBLE,null,0.004220000,0.015831000,False
500563,6,2,"[1,1,1,1,1,2]","[1,2]","[[1],[0,1],[0,1],[0],[0,1],[0,1]]",UNSAT,UNSAT,"[3,5]",0.038347000,0.051464000,False
500564,2,7,"[2,1]","[2,1,1,1,2,1,1]","[[0,1,4,5,6],[0,1,2,3,4,5,6]]",FEASIBLE,FEASIBLE,null,0.017159000,0.043832000,False
500565,3,3,"[1,1,1]","[3,2,1]","[[0,1],[0,2],[1]]",FEASIBLE,FEASIBLE,null,0.023617000,0.022006000,False
500566,6,1,"[1,1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.055775000,0.039813000,False
500567,2,6,"[1,2]","[1,1,1,3,1,3]","[[0,1,3,5],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.018026000,0.029954000,False
500568,1,6,[1],"[1,3,1,3,2,3]",[[0]],FEASIBLE,FEASIBLE,null,0.006347000,0.016368000,False
500569,7,6,"[1,1,3,3,1,1,2]","[1,2,3,3,1,2]","[[0],[1,4,5],[0,1,3,4,5],[0,1,2,3,4,5],[0],[0,4],[0,3,5]]",UNSAT,UNSAT,"[0,4]",0.058119000,0.102699000,False
500570,3,5,"[2,3,3]","[3,3,3,2,3]","[[0,1,2],[0,1,3],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.037656000,0.043133000,False
500571,6,3,"[3,2,2,2,1,2]","[2,3,3]","[[0,1,2],[1,2],[0,1],[0,1,2],[0,1,2],[0,2]]",UNSAT,UNSAT,"[0,2,5]",0.072981000,0.187431000,False
500572,4,2,"[1,1,2,1]","[2,1]","[[0],[1],[0,1],[0]]",UNSAT,UNSAT,"[1,2]",0.017377000,0.035718000,False
500573,3,5,"[1,3,3]","[2,2,3,3,2]","[[2],[2,3,4],[0,3,4]]",FEASIBLE,FEASIBLE,null,0.031767000,0.032587000,False
500574,5,3,"[2,2,3,1,2]","[2,2,2]","[[0,1,2],[0,2],[0,1,2],[0,2],[0,1,2]]",UNSAT,UNSAT,"[0,1,2]",0.041561000,0.054626000,False
500575,4,5,"[2,3,1,2]","[2,2,1,2,3]","[[1,2,3,4],[0,1,2,3],[3,4],[0,1,2,4]]",FEASIBLE,FEASIBLE,null,0.061915000,0.042645000,False
500576,2,1,"[1,1]",[3],"[[0],[0]]",FEASIBLE,FEASIBLE,null,0.006066000,0.014916000,False
500577,7,5,"[2,1,1,2,2,1,2]","[1,2,2,2,1]","[[2,4],[0,1,2,4],[0],[3,4],[1,2],[4],[0,1,2,3]]",UNSAT,UNSAT,"[0,3]",0.037663000,0.067132000,False
500578,6,7,"[1,3,1,1,1,2]","[1,3,3,2,2,3,3]","[[4],[0,1,2,3,4,5,6],[1,2,3,4,5],[0],[1,3],[0,1,2,3,5,6]]",FEASIBLE,FEASIBLE,null,0.496355000,0.095939000,False
500579,4,1,"[1,1,1,1]",[2],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.021517000,0.041297000,False
500580,3,3,"[1,1,1]","[3,3,2]","[[2],[1],[0,2]]",FEASIBLE,FEASIBLE,null,0.026180000,0.027170000,False
500581,2,1,"[1,1]",[3],"[[0],[0]]",FEASIBLE,FEASIBLE,null,0.007777000,0.019037000,False
500582,7,5,"[3,3,2,3,3,2,1]","[1,1,2,2,1]","[[0,1,2,3,4],[1,3,4],[2,4],[0,1,2,4],[0,1,3,4],[1,2,4],[4]]",UNSAT,UNSAT,"[1,2]",0.070383000,0.103600000,False
500583,2,7,"[2,1]","[1,2,1,2,2,1,1]","[[0,1,2,3,4,5,6],[0,1,2,3,4,5,6]]",FEASIBLE,FEASIBLE,null,0.022266000,0.038065000,False
500584,6,7,"[2,1,1,3,3,1]","[2,2,2,3,2,2,2]","[[1,2,3,4,5,6],[0,1,2,3,5,6],[1,2,3,5,6],[0,5,6],[1,2,4,6],[4]]",FEASIBLE,FEASIBLE,null,0.410284000,0.173241000,False
500585,2,5,"[1,2]","[1,2,3,3,2]","[[2],[0,1,2,4]]",FEASIBLE,FEASIBLE,null,0.013456000,0.022017000,False
500586,2,4,"[1,1]","[2,2,3,2]","[[0,1,2,3],[2]]",FEASIBLE,FEASIBLE,null,0.011918000,0.019454000,False
500587,3,1,"[1,1,1]",[1],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.007031000,0.026567000,False
500588,3,4,"[2,2,1]","[1,2,2,3]","[[0,1,2,3],[0,3],[1,3]]",FEASIBLE,FEASIBLE,null,0.024712000,0.036794000,False
500589,2,3,"[1,2]","[2,2,3]","[[0],[1,2]]",FEASIBLE,FEASIBLE,null,0.009767000,0.018385000,False
500590,7,3,"[1,1,2,1,1,1,1]","[2,1,2]","[[0],[2],[0,1],[1,2],[0,2],[0,2],[1,2]]",UNSAT,UNSAT,"[1,2,3,6]",0.249222000,0.056761000,False
500591,5,2,"[2,1,2,1,1]","[1,3]","[[0,1],[0],[0,1],[1],[0]]",UNSAT,UNSAT,"[0,1]",0.013258000,0.040565000,False
500592,1,2,[2],"[1,2]","[[0,1]]",FEASIBLE,FEASIBLE,null,0.003656000,0.014662000,False
500593,5,6,"[1,2,3,1,3]","[3,3,3,1,1,1]","[[0,1,3,4,5],[0,1,5],[0,2,3,4,5],[4,5],[2,3,4,5]]",UNSAT,UNSAT,"[2,3,4]",0.117896000,0.063111000,False
500594,1,5,[1],"[1,2,1,3,2]",[[3]],FEASIBLE,FEASIBLE,null,0.005591000,0.012928000,False
500595,7,6,"[2,3,1,1,3,2,1]","[3,1,3,1,2,1]","[[0,2,3,4,5],[0,1,2,3,4],[0,5],[0,1,2,3,4,5],[0,1,2,3,4,5],[1,3,4,5],[3]]",UNSAT,UNSAT,"[0,1,2,3,4,5]",0.610821000,0.099641000,False
500596,2,3,"[1,1]","[1,2,1]","[[0],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.009892000,0.018375000,False
500597,5,3,"[2,1,2,1,1]","[1,1,3]","[[0,1,2],[0,1,2],[0,1],[1,2],[0,1,2]]",UNSAT,UNSAT,"[0,2]",0.019348000,0.171311000,False
500598,2,3,"[1,1]","[3,1,1]","[[1],[1]]",UNSAT,UNSAT,"[0,1]",0.010249000,0.025321000,False
500599,6,2,"[1,1,2,1,1,1]","[2,3]","[[1],[1],[0,1],[0],[0],[0]]",UNSAT,UNSAT,"[2,3,4]",0.080456000,0.052097000,False
500600,7,3,"[1,2,2,1,1,2,1]","[1,1,2]","[[0,1],[0,1],[1,2],[1],[0,1,2],[0,1,2],[0,1,2]]",UNSAT,UNSAT,"[0,1]",0.028414000,0.087195000,False
500601,5,1,"[1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.037922000,0.039859000,False
500602,2,2,"[2,1]","[2,2]","[[0,1],[0]]",FEASIBLE,FEASIBLE,null,0.009211000,0.019908000,False
500603,5,6,"[2,1,3,2,1]","[1,2,1,2,3,2]","[[0,2,3,4],[0,1,2,3,4,5],[0,1,4,5],[0,1,2,3,4,5],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.189887000,0.090648000,False
500604,3,3,"[3,2,2]","[3,2,1]","[[0,1,2],[0,2],[0,2]]",UNSAT,UNSAT,"[0,1]",0.013644000,0.053951000,False
500605,2,4,"[2,1]","[2,3,1,3]","[[0,2],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.015568000,0.030429000,False
500606,3,6,"[1,1,2]","[3,1,1,3,2,3]","[[0,1,2],[0,1,2,3,4,5],[0,5]]",FEASIBLE,FEASIBLE,null,0.039786000,0.035102000,False
500607,6,2,"[1,1,1,1,2,1]","[1,1]","[[0],[0],[0,1],[1],[0,1],[1]]",UNSAT,UNSAT,"[0,1]",0.017242000,0.058019000,False
500608,6,6,"[2,2,2,1,2,1]","[1,3,3,2,2,3]","[[0,4],[0,1,2,3,4,5],[0,1,2,3,4,5],[3,5],[0,1,2,4],[2]]",FEASIBLE,FEASIBLE,null,0.363586000,0.083859000,False
500609,4,2,"[2,1,2,2]","[2,2]","[[0,1],[1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1,2]",0.024421000,0.044350000,False
500610,5,3,"[1,1,1,1,1]","[1,2,1]","[[1,2],[1],[1,2],[2],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.076634000,0.053530000,False
500611,7,6,"[1,1,1,2,3,2,1]","[3,1,2,1,2,3]","[[4],[1,4],[0,1,2,4],[1,3,5],[2,3,4,5],[0,1,2,4],[0]]",FEASIBLE,FEASIBLE,null,0.745270000,0.067454000,False
500612,6,2,"[1,1,2,1,1,1]","[3,3]","[[0],[1],[0,1],[0,1],[1],[0]]",UNSAT,UNSAT,"[0,1,2,3,4,5]",0.142415000,0.051433000,False
500613,4,4,"[1,3,1,2]","[3,3,1,3]","[[0,2,3],[0,1,2],[1],[0,1]]",FEASIBLE,FEASIBLE,null,0.055361000,0.047080000,False
500614,4,5,"[1,1,2,3]","[2,1,2,2,3]","[[0,1,2,3],[0],[2,4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.072598000,0.049180000,False
500615,7,2,"[2,2,1,1,1,1,2]","[3,2]","[[0,1],[0,1],[0],[1],[0],[1],[0,1]]",UNSAT,UNSAT,"[0,1,3]",0.066065000,0.059564000,False
500616,2,3,"[2,2]","[3,2,3]","[[0,2],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.013771000,0.030784000,False
500617,2,1,"[1,1]",[3],"[[0],[0]]",FEASIBLE,FEASIBLE,null,0.007433000,0.016972000,False
500618,1,2,[1],"[2,1]",[[1]],FEASIBLE,FEASIBLE,null,0.005752000,0.016049000,False
500619,6,2,"[1,1,1,1,1,1]","[3,1]","[[0,1],[0],[0],[0,1],[0,1],[0]]",UNSAT,UNSAT,"[0,1,2,3,4]",0.129517000,0.057082000,False
500620,6,3,"[3,1,3,1,1,1]","[2,1,3]","[[0,1,2],[0,1,2],[0,1,2],[1],[0],[1]]",UNSAT,UNSAT,"[0,2]",0.023653000,0.080296000,False
500621,1,3,[1],"[3,3,3]",[[0]],FEASIBLE,FEASIBLE,null,0.004860000,0.013596000,False
500622,6,4,"[2,1,2,2,1,2]","[2,1,1,1]","[[0,1,2],[0,3],[0,2],[0,1,2],[0],[0,1,2,3]]",UNSAT,UNSAT,"[0,2,3]",0.100290000,0.074750000,False
500623,7,2,"[1,1,1,2,1,1,1]","[1,2]","[[0],[0,1],[0,1],[0,1],[0],[0],[1]]",UNSAT,UNSAT,"[0,3]",0.023211000,0.057330000,False
500624,7,6,"[2,1,2,2,2,1,1]","[3,2,1,3,1,1]","[[0,1,3,5],[2,4,5],[3,4,5],[0,1,5],[0,3,4],[0],[1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.832480000,0.234260000,False
500625,1,5,[2],"[3,2,3,2,1]","[[1,3]]",FEASIBLE,FEASIBLE,null,0.007011000,0.018771000,False
500626,1,6,[1],"[1,1,3,1,2,2]","[[2,5]]",FEASIBLE,FEASIBLE,null,0.012979000,0.019629000,False
500627,1,5,[1],"[3,2,3,2,3]",[[0]],FEASIBLE,FEASIBLE,null,0.006013000,0.016201000,False
500628,6,2,"[1,1,1,1,1,1]","[2,1]","[[1],[0],[1],[0],[0],[1]]",UNSAT,UNSAT,"[0,2]",0.024019000,0.057647000,False
500629,1,7,[2],"[3,2,3,2,2,3,2]","[[0,4,5]]",FEASIBLE,FEASIBLE,null,0.009125000,0.024914000,False
500630,3,7,"[1,2,3]","[3,2,3,2,3,2,2]","[[0,3,5],[0,1,3,4,5],[0,1,2,3,4,5,6]]",FEASIBLE,FEASIBLE,null,0.052575000,0.043134000,False
500631,7,5,"[1,1,2,3,2,3,1]","[3,1,3,2,3]","[[0,1,2,3,4],[3],[0,1,2,3,4],[0,1,2,3,4],[0,1,2,3,4],[0,1,3,4],[2]]",UNSAT,UNSAT,"[0,1,2,3,4,5,6]",0.702937000,0.167334000,False
500632,6,7,"[2,2,2,1,1,3]","[2,1,1,3,1,3,1]","[[0,1,4,5],[0,3,5],[3,5],[5],[0,2,3,4,5,6],[0,1,3,4,6]]",FEASIBLE,FEASIBLE,null,0.419765000,0.080562000,False
500633,6,5,"[1,1,1,3,1,1]","[1,1,2,1,3]","[[0,1,3,4],[0],[2,3],[0,2,3,4],[1],[1,2,3]]",UNSAT,UNSAT,"[1,2,3,4,5]",0.344909000,0.109055000,False
500634,6,2,"[1,2,1,2,1,2]","[3,1]","[[1],[0,1],[1],[0,1],[1],[0,1]]",UNSAT,UNSAT,"[0,1]",0.017007000,0.066380000,False
500635,5,7,"[1,2,1,3,2]","[2,3,1,3,2,3,3]","[[3,4],[1,2,3,4,6],[4],[0,1,3,5],[0,2,3,4]]",FEASIBLE,FEASIBLE,null,0.202394000,0.061680000,False
500636,5,7,"[1,1,2,3,1]","[3,2,1,1,2,2,1]","[[6],[3],[0,1,2,3,4,5,6],[0,1,2,3,4,5,6],[0,2,3,4,5,6]]",FEASIBLE,FEASIBLE,null,0.217226000,0.195217000,False
