seed,boxes,resources,demands,capacities,reachable,exhaustive_result,flow_result,exhaustive_subset,exhaustive_ms,flow_ms,maximum_flow,total_demand,flow_nodes,flow_edges,mismatch
300467,2,5,"[1,1]","[1,1,3,1,3]","[[1,2],[1,3,4]]",FEASIBLE,FEASIBLE,null,0.013584000,0.020085000,2,2,9,12,False
300468,5,5,"[1,3,2,2,2]","[3,3,1,3,3]","[[0,1,2,3,4],[0,1,2,3,4],[0,1,4],[0,2,4],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.129450000,0.065584000,10,10,12,29,False
300469,5,3,"[1,1,1,1,2]","[1,1,3]","[[1],[0,1,2],[1,2],[2],[0,1,2]]",UNSAT,UNSAT,"[0,1,2,3,4]",0.107951000,0.050034000,5,6,10,18,False
300470,6,4,"[1,1,1,1,1,1]","[2,2,1,3]","[[0],[0,1],[0],[3],[0,1],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.225024000,0.052102000,6,6,12,21,False
300471,3,4,"[2,1,2]","[3,1,3,1]","[[0,1,2,3],[0,3],[0,2]]",FEASIBLE,FEASIBLE,null,0.025873000,0.028323000,5,5,9,15,False
300472,2,6,"[2,3]","[2,2,2,1,3,3]","[[1,4],[0,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.015722000,0.033587000,5,5,10,15,False
300473,4,3,"[1,2,3,1]","[3,3,3]","[[0,1,2],[0,2],[0,1,2],[0]]",FEASIBLE,FEASIBLE,null,0.042388000,0.042319000,7,7,9,16,False
300474,2,1,"[1,1]",[2],"[[0],[0]]",FEASIBLE,FEASIBLE,null,0.006467000,0.015178000,2,2,5,5,False
300475,1,4,[1],"[2,1,2,2]","[[0,1,2]]",FEASIBLE,FEASIBLE,null,0.005061000,0.013982000,1,1,7,8,False
300476,4,4,"[1,1,1,3]","[1,2,3,2]","[[0,2],[0,2,3],[1,2],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.052871000,0.044891000,6,6,10,18,False
300477,2,1,"[1,1]",[3],"[[0],[0]]",FEASIBLE,FEASIBLE,null,0.006205000,0.026531000,2,2,5,5,False
300478,4,3,"[2,2,2,3]","[1,1,3]","[[1,2],[0,1,2],[1,2],[0,1,2]]",UNSAT,UNSAT,"[0,2]",0.016991000,0.138076000,5,9,9,17,False
300479,3,2,"[1,1,1]","[3,1]","[[1],[0],[1]]",UNSAT,UNSAT,"[0,2]",0.012076000,0.027489000,2,3,7,8,False
300480,3,4,"[1,1,2]","[3,1,3,2]","[[2,3],[0],[1,2,3]]",FEASIBLE,FEASIBLE,null,0.026164000,0.024878000,4,4,9,13,False
300481,2,3,"[1,1]","[2,1,2]","[[0,1,2],[1]]",FEASIBLE,FEASIBLE,null,0.010527000,0.019003000,2,2,7,9,False
300482,5,1,"[1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.023205000,0.035586000,2,5,8,11,False
300483,2,3,"[2,2]","[2,1,2]","[[0,1,2],[1,2]]",FEASIBLE,FEASIBLE,null,0.010318000,0.030699000,4,4,7,10,False
300484,5,3,"[1,1,1,2,2]","[2,1,2]","[[0],[1,2],[2],[1,2],[0,1,2]]",UNSAT,UNSAT,"[1,2,3]",0.061499000,0.046735000,5,7,10,17,False
300485,4,4,"[3,2,1,2]","[2,3,2,3]","[[0,1,2,3],[0,2,3],[0,3],[0,3]]",FEASIBLE,FEASIBLE,null,0.053832000,0.050818000,8,8,10,19,False
300486,2,2,"[1,2]","[1,2]","[[0,1],[0,1]]",FEASIBLE,FEASIBLE,null,0.008254000,0.026114000,3,3,6,8,False
300487,4,4,"[2,1,1,3]","[2,2,3,3]","[[0,3],[1,3],[0,1,2,3],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.052999000,0.037383000,7,7,10,20,False
300488,2,2,"[1,1]","[2,1]","[[0,1],[1]]",FEASIBLE,FEASIBLE,null,0.008223000,0.016535000,2,2,6,7,False
300489,5,1,"[1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.009631000,0.034297000,1,5,8,11,False
300490,6,3,"[1,1,1,2,1,2]","[1,1,3]","[[0],[0],[1,2],[1,2],[2],[0,1]]",UNSAT,UNSAT,"[0,1]",0.020940000,0.063221000,5,8,11,18,False
300491,6,5,"[1,1,1,2,2,2]","[1,1,2,3,1]","[[1],[4],[1,4],[0,1,2,3,4],[1,3],[0,1,3]]",UNSAT,UNSAT,"[0,4]",0.039199000,0.082274000,7,9,13,25,False
300492,1,4,[2],"[3,2,3,1]","[[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.005122000,0.018796000,2,2,7,9,False
300493,5,6,"[3,3,3,2,1]","[1,3,3,2,1,1]","[[0,2,3,5],[1,2,3,4,5],[0,2,5],[0,1,3,4],[1]]",UNSAT,UNSAT,"[0,2]",0.032477000,0.157337000,11,12,13,28,False
300494,6,2,"[1,1,1,2,1,1]","[2,2]","[[0,1],[0],[0],[0,1],[1],[0,1]]",UNSAT,UNSAT,"[1,2,3]",0.065813000,0.047760000,4,7,10,17,False
300495,4,5,"[3,2,1,2]","[1,3,3,2,3]","[[0,1,2,3],[0,1,2,3],[1],[0,2,3,4]]",FEASIBLE,FEASIBLE,null,0.062555000,0.041685000,8,8,11,22,False
300496,4,4,"[1,2,1,3]","[2,1,3,2]","[[1],[0,1],[0],[1,2,3]]",UNSAT,UNSAT,"[0,1]",0.017655000,0.041717000,5,7,10,15,False
300497,1,1,[1],[1],[[0]],FEASIBLE,FEASIBLE,null,0.003087000,0.011265000,1,1,4,3,False
300498,6,1,"[1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.010637000,0.037952000,1,6,9,13,False
300499,1,5,[2],"[3,2,1,3,2]","[[2,4]]",FEASIBLE,FEASIBLE,null,0.005558000,0.016371000,2,2,8,8,False
300500,6,1,"[1,1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.064248000,0.051649000,3,6,9,13,False
300501,6,5,"[3,3,2,1,2,1]","[1,1,1,2,2]","[[0,1,2,3,4],[0,1,3,4],[0,1,2,3,4],[3],[0,2,3,4],[0,1,2,3,4]]",UNSAT,UNSAT,"[0,1,2]",0.089662000,0.088345000,7,12,13,35,False
300502,2,5,"[2,2]","[2,2,2,2,1]","[[0,1,2,3,4],[1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.014337000,0.027861000,4,4,9,16,False
300503,3,5,"[2,3,1]","[2,2,1,1,1]","[[0,1,2,3,4],[1,2,3,4],[3,4]]",FEASIBLE,FEASIBLE,null,0.030042000,0.035815000,6,6,10,19,False
300504,1,1,[1],[3],[[0]],FEASIBLE,FEASIBLE,null,0.003285000,0.011442000,1,1,4,3,False
300505,1,2,[2],"[2,1]","[[0,1]]",FEASIBLE,FEASIBLE,null,0.003681000,0.014893000,2,2,5,5,False
300506,4,4,"[1,1,2,2]","[1,2,3,1]","[[1],[1],[0,1,2],[0,1,3]]",UNSAT,UNSAT,"[0,1,2,3]",0.052532000,0.046357000,5,6,10,16,False
300507,6,2,"[1,1,1,1,1,1]","[3,3]","[[1],[0,1],[1],[1],[0,1],[0]]",FEASIBLE,FEASIBLE,null,0.136673000,0.038018000,6,6,10,16,False
300508,4,3,"[3,3,2,2]","[3,3,2]","[[0,1,2],[0,1,2],[1,2],[1,2]]",UNSAT,UNSAT,"[0,1,2]",0.030718000,0.162969000,7,10,9,17,False
300509,4,6,"[1,2,1,1]","[3,1,1,3,2,1]","[[2],[1,4,5],[5],[4,5]]",FEASIBLE,FEASIBLE,null,0.072534000,0.044307000,5,5,12,17,False
300510,3,5,"[1,1,2]","[1,1,2,3,2]","[[1,3],[2,4],[1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.030025000,0.028152000,4,4,10,16,False
300511,2,3,"[1,1]","[3,2,2]","[[1,2],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.032172000,0.019984000,2,2,7,10,False
300512,4,5,"[2,2,1,1]","[1,2,1,1,3]","[[0,2,3,4],[0,1,3],[1,4],[2]]",FEASIBLE,FEASIBLE,null,0.063576000,0.048133000,6,6,11,19,False
300513,4,6,"[2,2,1,1]","[3,2,1,3,2,1]","[[2,3],[0,1,2,3,4,5],[2],[0,2,3,5]]",UNSAT,UNSAT,"[0,2]",0.028196000,0.045912000,5,6,12,23,False
300514,6,3,"[3,2,2,1,1,3]","[2,2,2]","[[0,1,2],[0,2],[0,1],[0,2],[2],[0,1,2]]",UNSAT,UNSAT,"[0,1,2]",0.058104000,0.059357000,6,12,11,22,False
300515,6,5,"[2,2,1,2,2,1]","[2,1,1,3,1]","[[0,2],[1,4],[2],[1,4],[0,1,2,3,4],[0]]",UNSAT,UNSAT,"[0,2]",0.031243000,0.059529000,6,10,13,24,False
300516,4,3,"[1,2,1,2]","[3,2,1]","[[1],[0,1,2],[0,1,2],[1,2]]",UNSAT,UNSAT,"[0,1,3]",0.033452000,0.042760000,5,6,9,16,False
300517,2,1,"[1,1]",[2],"[[0],[0]]",FEASIBLE,FEASIBLE,null,0.006200000,0.015361000,2,2,5,5,False
300518,2,3,"[3,1]","[2,3,2]","[[0,1,2],[0]]",FEASIBLE,FEASIBLE,null,0.009461000,0.021705000,4,4,7,9,False
300519,1,3,[3],"[3,3,3]","[[0,1,2]]",FEASIBLE,FEASIBLE,null,0.004425000,0.017763000,3,3,6,7,False
300520,4,2,"[2,2,2,1]","[1,1]","[[0,1],[0,1],[0,1],[1]]",UNSAT,UNSAT,"[0,1]",0.011232000,0.037685000,2,7,8,13,False
300521,1,3,[1],"[1,3,1]","[[0,1,2]]",FEASIBLE,FEASIBLE,null,0.004539000,0.013839000,1,1,6,7,False
300522,4,3,"[1,1,1,1]","[2,1,2]","[[0,1],[0,1,2],[0],[1,2]]",FEASIBLE,FEASIBLE,null,0.043098000,0.041949000,4,4,9,15,False
300523,5,1,"[1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.022382000,0.125252000,2,5,8,11,False
300524,5,2,"[1,2,2,1,1]","[2,1]","[[1],[0,1],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1]",0.013390000,0.044950000,3,7,9,16,False
300525,4,1,"[1,1,1,1]",[3],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.022671000,0.031845000,3,4,7,9,False
300526,3,4,"[2,1,1]","[1,3,1,2]","[[0,1,3],[0,1,2,3],[0]]",FEASIBLE,FEASIBLE,null,0.025409000,0.035962000,4,4,9,15,False
300527,3,1,"[1,1,1]",[3],"[[0],[0],[0]]",FEASIBLE,FEASIBLE,null,0.011781000,0.019007000,3,3,6,7,False
300528,6,6,"[3,2,1,1,1,1]","[3,1,3,1,3,1]","[[0,1,2,3,4,5],[0,1,2,3,5],[3],[1],[1,3,4,5],[2]]",FEASIBLE,FEASIBLE,null,0.335582000,0.065644000,9,9,14,30,False
300529,2,6,"[1,1]","[1,1,2,1,2,1]","[[0,1,2,3,4,5],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.015441000,0.025209000,2,2,10,20,False
300530,2,1,"[1,1]",[2],"[[0],[0]]",FEASIBLE,FEASIBLE,null,0.006340000,0.014553000,2,2,5,5,False
300531,1,1,[1],[3],[[0]],FEASIBLE,FEASIBLE,null,0.002885000,0.010375000,1,1,4,3,False
300532,2,3,"[2,2]","[2,1,2]","[[0,1,2],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.009626000,0.023239000,4,4,7,11,False
300533,4,4,"[2,1,1,1]","[1,2,3,3]","[[0,1,2,3],[2],[2],[1]]",FEASIBLE,FEASIBLE,null,0.051351000,0.027678000,5,5,10,15,False
300534,5,6,"[1,2,2,2,1]","[1,2,1,1,2,3]","[[0,1,2,3,4],[1,3],[0,1,3,4,5],[0,1,2,3,5],[1,2,4,5]]",FEASIBLE,FEASIBLE,null,0.163666000,0.088415000,8,8,13,32,False
300535,1,3,[1],"[2,3,1]","[[1,2]]",FEASIBLE,FEASIBLE,null,0.004765000,0.016091000,1,1,6,6,False
300536,1,1,[1],[3],[[0]],FEASIBLE,FEASIBLE,null,0.002988000,0.010499000,1,1,4,3,False
300537,4,1,"[1,1,1,1]",[3],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.021747000,0.031408000,3,4,7,9,False
300538,3,4,"[1,1,2]","[1,3,1,3]","[[2],[3],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.024694000,0.025823000,4,4,9,13,False
300539,1,3,[2],"[2,2,1]","[[0,1]]",FEASIBLE,FEASIBLE,null,0.007566000,0.015680000,2,2,6,6,False
300540,6,5,"[3,1,1,1,1,1]","[3,3,1,3,3]","[[1,2,4],[3],[3],[1],[2],[0]]",UNSAT,UNSAT,"[0,4]",0.037876000,0.133998000,7,8,13,19,False
300541,4,5,"[3,3,1,2]","[1,1,1,2,2]","[[1,2,3,4],[0,1,2,3],[1,2,3],[0,1,2,3,4]]",UNSAT,UNSAT,"[0,1,2]",0.043998000,0.080145000,7,9,11,25,False
300542,1,5,[1],"[3,1,1,1,1]",[[4]],FEASIBLE,FEASIBLE,null,0.005357000,0.013393000,1,1,8,7,False
300543,2,2,"[1,1]","[2,3]","[[0],[0]]",FEASIBLE,FEASIBLE,null,0.007979000,0.014909000,2,2,6,6,False
300544,4,6,"[3,1,1,1]","[2,2,2,2,1,2]","[[1,2,3,4],[2,3,4,5],[0,1,2,3,4,5],[1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.086716000,0.039925000,6,6,12,29,False
300545,3,2,"[1,2,1]","[1,3]","[[1],[0,1],[0,1]]",FEASIBLE,FEASIBLE,null,0.016255000,0.023252000,4,4,7,10,False
300546,1,1,[1],[3],[[0]],FEASIBLE,FEASIBLE,null,0.003040000,0.010377000,1,1,4,3,False
300547,1,4,[2],"[1,1,3,2]","[[1,2,3]]",FEASIBLE,FEASIBLE,null,0.004686000,0.015738000,2,2,7,8,False
300548,6,6,"[1,1,1,3,3,2]","[1,2,2,2,1,3]","[[1,2,3,4,5],[0,1,2,3,4,5],[2,3,5],[0,4,5],[1,3,4,5],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.313096000,0.132207000,11,11,14,38,False
300549,4,3,"[3,1,1,1]","[2,3,3]","[[0,1,2],[2],[1,2],[2]]",FEASIBLE,FEASIBLE,null,0.041060000,0.029054000,6,6,9,14,False
300550,6,3,"[1,3,1,2,1,1]","[2,2,2]","[[0,2],[0,1,2],[1],[0,1],[0,1],[2]]",UNSAT,UNSAT,"[1,2,3]",0.081886000,0.051313000,6,9,11,20,False
300551,3,6,"[3,1,3]","[1,3,2,1,2,3]","[[0,1,2,4,5],[1,2,3,4,5],[1,2,3]]",FEASIBLE,FEASIBLE,null,0.033353000,0.037146000,7,7,11,22,False
300552,1,4,[2],"[3,3,1,3]","[[0,2]]",FEASIBLE,FEASIBLE,null,0.004879000,0.014927000,2,2,7,7,False
300553,1,4,[1],"[1,2,3,1]",[[3]],FEASIBLE,FEASIBLE,null,0.004435000,0.012906000,1,1,7,6,False
300554,5,3,"[1,1,1,1,1]","[1,3,2]","[[0],[2],[0],[1],[1,2]]",UNSAT,UNSAT,"[0,2]",0.018568000,0.036508000,4,5,10,14,False
300555,5,5,"[1,2,3,2,1]","[1,2,2,3,2]","[[0,1,2,3],[0,1,4],[0,1,2,4],[0,1,2,3,4],[4]]",FEASIBLE,FEASIBLE,null,0.124780000,0.149060000,9,9,12,27,False
300556,6,4,"[1,1,1,2,2,2]","[2,3,3,1]","[[0,2],[0,1,2,3],[1],[0,1,2,3],[0,1,2,3],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.233057000,0.063727000,9,9,12,28,False
300557,2,5,"[1,1]","[3,3,1,3,3]","[[2],[2]]",UNSAT,UNSAT,"[0,1]",0.012871000,0.040211000,1,2,9,9,False
300558,6,2,"[2,1,2,1,1,1]","[1,2]","[[0,1],[1],[0,1],[0],[0],[1]]",UNSAT,UNSAT,"[0,2]",0.016331000,0.042716000,3,8,10,16,False
300559,6,4,"[1,3,1,1,2,2]","[3,2,3,3]","[[0],[0,1,2,3],[0,1,2,3],[1],[0,1,2,3],[0,2,3]]",FEASIBLE,FEASIBLE,null,0.215179000,0.049356000,10,10,12,27,False
300560,4,4,"[3,2,1,2]","[2,2,1,1]","[[0,1,2],[1,2,3],[0],[1,2,3]]",UNSAT,UNSAT,"[0,1,3]",0.040356000,0.047849000,6,8,10,18,False
300561,1,1,[1],[3],[[0]],FEASIBLE,FEASIBLE,null,0.003052000,0.010582000,1,1,4,3,False
300562,3,3,"[1,2,2]","[3,1,2]","[[2],[1,2],[0,1]]",UNSAT,UNSAT,"[1,2]",0.017039000,0.032989000,4,5,8,11,False
300563,4,6,"[2,3,3,3]","[1,3,2,1,1,1]","[[0,1,2,4,5],[1,2,3,5],[0,2,3,4,5],[0,1,2,3,4,5]]",UNSAT,UNSAT,"[1,2,3]",0.063905000,0.069854000,9,11,12,30,False
300564,1,6,[2],"[1,3,1,2,3,2]","[[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.006077000,0.019488000,2,2,9,13,False
300565,2,6,"[1,2]","[3,1,1,1,3,1]","[[4],[3,4]]",FEASIBLE,FEASIBLE,null,0.016410000,0.020356000,3,3,10,11,False
300566,5,4,"[2,1,3,2,1]","[3,2,1,3]","[[0,1,2,3],[0,2],[0,1,2,3],[2,3],[0]]",FEASIBLE,FEASIBLE,null,0.106614000,0.057350000,9,9,11,22,False
300567,4,4,"[2,2,2,1]","[3,3,3,3]","[[0,2],[0,2,3],[0,1,3],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.051486000,0.037887000,7,7,10,20,False
300568,5,3,"[1,1,1,1,2]","[3,2,1]","[[0,1,2],[2],[2],[0,1,2],[1,2]]",UNSAT,UNSAT,"[1,2]",0.026425000,0.139184000,4,6,10,18,False
300569,6,5,"[2,1,3,1,2,1]","[1,1,1,1,2]","[[0,1,2,3,4],[2],[0,1,2,4],[0,1,3,4],[0,1,2,3,4],[0,3]]",UNSAT,UNSAT,"[0,2,4]",0.120142000,0.071366000,6,10,13,32,False
300570,5,5,"[3,1,1,2,1]","[1,1,2,2,1]","[[0,1,2,3,4],[0,2,3],[0,2],[0,1,2,3,4],[1,2,3,4]]",UNSAT,UNSAT,"[0,1,2,3,4]",0.130180000,0.065974000,7,8,12,29,False
300571,3,6,"[3,1,1]","[1,1,3,3,3,2]","[[1,3,5],[4],[1]]",UNSAT,UNSAT,"[0,2]",0.023526000,0.035179000,4,5,11,14,False
300572,3,5,"[1,1,1]","[3,3,1,1,1]","[[3],[0,1,2,3,4],[1,3,4]]",FEASIBLE,FEASIBLE,null,0.029261000,0.025191000,3,3,10,17,False
300573,5,6,"[1,1,3,2,1]","[2,1,3,3,2,2]","[[0],[4],[0,1,2,3,4,5],[0,5],[1,2,5]]",FEASIBLE,FEASIBLE,null,0.149572000,0.053538000,8,8,13,24,False
300574,4,6,"[2,2,2,1]","[1,2,1,2,3,3]","[[4,5],[0,1,2,3],[3,4,5],[0,1,4]]",FEASIBLE,FEASIBLE,null,0.072767000,0.038068000,7,7,12,22,False
300575,2,6,"[2,3]","[3,3,2,3,1,2]","[[2,5],[0,1,3,4]]",FEASIBLE,FEASIBLE,null,0.015201000,0.027012000,5,5,10,14,False
300576,5,4,"[1,1,2,1,1]","[2,2,1,1]","[[0],[0,1,3],[0,1],[0],[0]]",UNSAT,UNSAT,"[0,2,3]",0.061967000,0.053910000,4,6,11,17,False
300577,2,6,"[1,3]","[3,1,3,2,2,3]","[[0,2,4,5],[1,3,4,5]]",FEASIBLE,FEASIBLE,null,0.015305000,0.026213000,4,4,10,16,False
300578,4,6,"[1,1,1,1]","[3,3,3,3,2,1]","[[2],[2,5],[1,2,3,4,5],[2,3]]",FEASIBLE,FEASIBLE,null,0.070196000,0.029142000,4,4,12,20,False
300579,2,5,"[3,2]","[2,3,3,1,1]","[[0,1,3,4],[1,2]]",FEASIBLE,FEASIBLE,null,0.013190000,0.026134000,5,5,9,13,False
300580,3,2,"[1,1,1]","[3,3]","[[1],[1],[1]]",FEASIBLE,FEASIBLE,null,0.015697000,0.106790000,3,3,7,8,False
300581,2,6,"[1,1]","[2,1,2,1,2,1]","[[1,5],[0,1,2,5]]",FEASIBLE,FEASIBLE,null,0.015190000,0.021094000,2,2,10,14,False
300582,5,1,"[1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.022812000,0.035131000,2,5,8,11,False
300583,6,3,"[2,1,1,1,2,1]","[3,2,3]","[[0,1],[0,1,2],[0,1],[1,2],[0,1],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.195171000,0.064104000,8,8,11,23,False
300584,2,2,"[1,1]","[1,2]","[[0,1],[0,1]]",FEASIBLE,FEASIBLE,null,0.008335000,0.018879000,2,2,6,8,False
300585,1,3,[2],"[2,3,3]","[[1,2]]",FEASIBLE,FEASIBLE,null,0.004306000,0.015270000,2,2,6,6,False
300586,1,2,[1],"[1,1]",[[0]],FEASIBLE,FEASIBLE,null,0.003542000,0.011317000,1,1,5,4,False
300587,2,5,"[1,1]","[3,2,3,3,1]","[[3],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.013138000,0.020134000,2,2,9,13,False
300588,2,4,"[2,1]","[1,3,1,2]","[[0,2],[0]]",UNSAT,UNSAT,"[0,1]",0.011535000,0.028756000,2,3,8,9,False
300589,1,4,[2],"[1,2,3,2]","[[1,2]]",FEASIBLE,FEASIBLE,null,0.005047000,0.015532000,2,2,7,7,False
300590,4,5,"[2,1,1,1]","[2,1,2,3,3]","[[2,3,4],[4],[2],[1,3,4]]",FEASIBLE,FEASIBLE,null,0.073954000,0.031918000,5,5,11,17,False
300591,2,5,"[2,1]","[3,1,2,2,2]","[[0,1,4],[0,1,3]]",FEASIBLE,FEASIBLE,null,0.013430000,0.022176000,3,3,9,13,False
300592,2,6,"[2,2]","[3,1,3,3,2,2]","[[2,4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.015146000,0.025912000,4,4,10,15,False
300593,6,4,"[1,1,3,3,3,3]","[1,1,1,2]","[[0,3],[3],[0,1,2,3],[1,2,3],[0,1,2,3],[0,1,2]]",UNSAT,UNSAT,"[2,3]",0.054310000,0.068018000,5,14,12,27,False
300594,5,4,"[2,1,1,1,1]","[2,1,1,3]","[[0,1,2,3],[3],[3],[1],[0]]",FEASIBLE,FEASIBLE,null,0.105597000,0.042041000,6,6,11,17,False
300595,2,2,"[2,1]","[1,3]","[[0,1],[0]]",UNSAT,UNSAT,"[0,1]",0.007907000,0.027497000,2,3,6,7,False
300596,1,1,[1],[3],[[0]],FEASIBLE,FEASIBLE,null,0.003119000,0.011115000,1,1,4,3,False
300597,6,5,"[1,1,2,1,3,3]","[1,1,2,1,2]","[[2,3],[1,3],[0,2],[0,1,2,3,4],[0,1,2,3,4],[0,1,2,3,4]]",UNSAT,UNSAT,"[2,4,5]",0.161703000,0.185964000,7,11,13,32,False
300598,3,2,"[2,1,1]","[3,1]","[[0,1],[1],[0]]",UNSAT,UNSAT,"[0,1]",0.010161000,0.030186000,3,4,7,9,False
300599,3,6,"[2,3,3]","[1,2,3,2,3,3]","[[2,4],[1,4,5],[0,1,2,3,5]]",FEASIBLE,FEASIBLE,null,0.033752000,0.036673000,8,8,11,19,False
300600,1,5,[2],"[3,3,2,2,1]","[[0,3]]",FEASIBLE,FEASIBLE,null,0.007420000,0.019227000,2,2,8,8,False
300601,1,4,[1],"[1,2,3,1]",[[1]],FEASIBLE,FEASIBLE,null,0.004786000,0.012012000,1,1,7,6,False
300602,5,2,"[2,2,1,1,2]","[2,2]","[[0,1],[0,1],[1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1,2]",0.030157000,0.049398000,4,8,9,16,False
300603,1,5,[1],"[2,2,1,2,3]","[[1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.008040000,0.016862000,1,1,8,10,False
300604,4,6,"[3,2,1,3]","[1,1,2,3,1,2]","[[1,2,4,5],[2,4],[1],[0,1,3,4,5]]",UNSAT,UNSAT,"[0,1,2]",0.047246000,0.064396000,8,9,12,22,False
300605,5,3,"[1,1,1,1,1]","[2,3,2]","[[2],[2],[0,1],[2],[2]]",UNSAT,UNSAT,"[0,1,3]",0.041441000,0.034637000,3,5,10,14,False
300606,1,6,[1],"[2,2,3,2,1,3]","[[0,4]]",FEASIBLE,FEASIBLE,null,0.005671000,0.013461000,1,1,9,9,False
300607,5,5,"[1,2,1,1,3]","[1,3,1,3,2]","[[0],[0,1,2,3,4],[4],[1,2,3,4],[0,1,3]]",UNSAT,UNSAT,"[0,4]",0.032186000,0.052458000,7,8,12,24,False
300608,5,1,"[1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.008624000,0.031019000,1,5,8,11,False
300609,4,1,"[1,1,1,1]",[2],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.014782000,0.034803000,2,4,7,9,False
300610,3,6,"[1,2,2]","[2,3,2,3,3,1]","[[4],[0,1,4],[2,4]]",FEASIBLE,FEASIBLE,null,0.030675000,0.039401000,5,5,11,15,False
300611,6,3,"[1,2,2,1,2,3]","[1,2,3]","[[1],[0,2],[1,2],[1],[0,2],[0,1,2]]",UNSAT,UNSAT,"[1,4]",0.038950000,0.139135000,6,11,11,20,False
300612,5,5,"[1,2,1,2,2]","[1,3,1,3,1]","[[1],[0,2,3,4],[4],[0,1,2,3,4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.122730000,0.042666000,8,8,12,26,False
300613,1,5,[1],"[2,1,1,3,1]","[[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.005132000,0.015209000,1,1,8,11,False
300614,1,3,[1],"[3,3,3]",[[2]],FEASIBLE,FEASIBLE,null,0.003826000,0.010981000,1,1,6,5,False
300615,3,3,"[1,1,1]","[2,3,3]","[[0,2],[0,1,2],[0,2]]",FEASIBLE,FEASIBLE,null,0.035306000,0.023081000,3,3,8,13,False
300616,5,4,"[2,1,2,2,1]","[1,2,3,3]","[[0,1,2,3],[1,2,3],[1,2,3],[0,2],[3]]",FEASIBLE,FEASIBLE,null,0.098657000,0.051016000,8,8,11,22,False
300617,5,3,"[1,3,2,2,1]","[1,1,3]","[[2],[0,1,2],[1,2],[0,1,2],[1]]",UNSAT,UNSAT,"[1,2]",0.024904000,0.045812000,5,9,10,18,False
300618,2,6,"[1,2]","[2,3,3,1,1,3]","[[0],[1,2,5]]",FEASIBLE,FEASIBLE,null,0.014087000,0.019757000,3,3,10,12,False
300619,1,1,[1],[2],[[0]],FEASIBLE,FEASIBLE,null,0.002804000,0.009694000,1,1,4,3,False
300620,5,1,"[1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.033123000,0.031996000,3,5,8,11,False
300621,4,5,"[3,2,1,1]","[2,3,3,3,1]","[[1,2,3,4],[2,3],[3],[0,1,3,4]]",FEASIBLE,FEASIBLE,null,0.057801000,0.033167000,7,7,11,20,False
300622,2,6,"[2,3]","[1,2,3,1,2,2]","[[0,1,4],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.014132000,0.044584000,5,5,10,17,False
300623,4,1,"[1,1,1,1]",[1],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.007856000,0.027036000,1,4,7,9,False
